# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# STN,YYYYMMDD,   FG,   TG,   RH,   UG
  260,20210907,   16,  183,    0,   79
  260,20210908,   25,  194,    0,   74
  260,20210909,   23,  197,    0,   80
  260,20210910,   24,  195,   63,   90
  260,20210911,   31,  183,   10,   87
  260,20210912,   23,  159,    0,   84
  260,20210913,   16,  145,    0,   87
  260,20210914,   24,  173,   10,   86
  260,20210915,   22,  168,   -1,   87
  260,20210916,   26,  162,   -1,   79
  260,20210917,   14,  159,    0,   87
  260,20210918,   17,  153,    0,   82
  260,20210919,   32,  154,    0,   80
  260,20210920,   30,  119,    0,   75
  260,20210921,   13,  118,    0,   76
  260,20210922,   21,  132,    0,   80
  260,20210923,   37,  158,   -1,   80
  260,20210924,   38,  179,    0,   79
  260,20210925,   21,  169,    0,   87
  260,20210926,   24,  177,    0,   84
  260,20210927,   37,  154,   49,   87
  260,20210928,   32,  140,    0,   78
  260,20210929,   38,  118,  146,   84
  260,20210930,   45,  123,   -1,   73
  260,20211001,   49,  135,   62,   81
  260,20211002,   46,  144,   71,   87
  260,20211003,   33,  129,  215,   91
  260,20211004,   45,  135,    0,   77
  260,20211005,   48,  127,   50,   82
  260,20211006,   32,  123,  252,   91
  260,20211007,   18,  105,    0,   94
  260,20211008,   18,  107,    0,   88
  260,20211009,   19,   98,    0,   90
  260,20211010,   11,  102,    9,   91
  260,20211011,   21,  118,    1,   85
  260,20211012,   26,  101,   75,   88
  260,20211013,   23,  101,   -1,   83
  260,20211014,   36,  137,    4,   87
  260,20211015,   27,  105,   33,   84
  260,20211016,   20,  103,    0,   78
  260,20211017,   28,  113,   -1,   73
  260,20211018,   28,  115,   -1,   83
  260,20211019,   44,  163,   12,   92
  260,20211020,   53,  156,  144,   83
  260,20211021,   45,  100,  145,   80
  260,20211022,   36,   84,   41,   84
  260,20211023,   19,   73,    0,   92
  260,20211024,   29,   79,    0,   84
  260,20211025,   32,  107,   14,   91
  260,20211026,   40,  126,    5,   89
  260,20211027,   43,  134,    0,   86
  260,20211028,   36,  114,    0,   83
  260,20211029,   48,  131,   -1,   78
  260,20211030,   40,  120,  159,   94
  260,20211031,   41,  115,  155,   90
  260,20211101,   50,   94,    8,   84
  260,20211102,   25,   70,    5,   93
  260,20211103,   10,   50,    0,   98
  260,20211104,   12,   58,   18,   96
  260,20211105,   24,   77,   -1,   86
  260,20211106,   52,   97,   15,   87
  260,20211107,   37,   99,   19,   79
  260,20211108,   21,   81,    2,   87
  260,20211109,   29,   82,    0,   87
  260,20211110,   18,   89,    0,   82
  260,20211111,   22,   97,    1,   88
  260,20211112,   36,   74,    2,   89
  260,20211113,   19,  109,  114,   96
  260,20211114,   23,   97,    0,   90
  260,20211115,   27,   66,    0,   88
  260,20211116,   18,   51,   -1,   89
  260,20211117,   30,   82,    9,   87
  260,20211118,   38,  100,    0,   87
  260,20211119,   33,  119,    0,   88
  260,20211120,   33,  101,   17,   89
  260,20211121,   28,   80,   34,   85
  260,20211122,   18,   36,    0,   85
  260,20211123,   13,   64,   14,   95
  260,20211124,   20,   61,    0,   95
  260,20211125,   20,   55,   16,   89
  260,20211126,   41,   44,   98,   90
  260,20211127,   29,   30,  180,   93
  260,20211128,   17,   22,    5,   94
  260,20211129,   30,   43,   11,   85
  260,20211130,   44,   86,  197,   96
  260,20211201,   60,   80,   65,   84
  260,20211202,   24,   23,   53,   90
  260,20211203,   53,   35,    1,   90
  260,20211204,   28,   49,   42,   95
  260,20211205,   28,   43,   -1,   90
  260,20211206,   35,   30,   75,   93
  260,20211207,   46,   40,   47,   87
  260,20211208,   50,   51,    2,   84
  260,20211209,   36,   36,   -1,   91
  260,20211210,   34,   30,    1,   87
  260,20211211,   24,   43,   11,   92
  260,20211212,   44,   89,   37,   97
  260,20211213,   35,   97,    0,   88
  260,20211214,   38,   90,    5,   94
  260,20211215,   35,   98,    0,   93
  260,20211216,   13,   65,    0,   96
  260,20211217,   15,   77,   -1,   95
  260,20211218,   18,   62,    1,   98
  260,20211219,   24,   68,    3,   95
  260,20211220,   14,   35,   -1,   83
  260,20211221,   12,  -22,    0,   91
  260,20211222,   23,  -24,    0,   91
  260,20211223,   42,   23,   14,   89
  260,20211224,   36,   78,   55,   95
  260,20211225,   52,  -10,   -1,   73
  260,20211226,   35,  -10,   -1,   74
  260,20211227,   33,   56,   12,   97
  260,20211228,   45,   88,   58,   95
  260,20211229,   37,   95,   50,   95
  260,20211230,   64,  129,   16,   91
  260,20211231,   55,  128,   -1,   85
  260,20220101,   40,  123,    3,   87
  260,20220102,   62,  117,  132,   84
  260,20220103,   55,   97,   -1,   85
  260,20220104,   33,   65,    3,   85
  260,20220105,   45,   51,   54,   81
  260,20220106,   34,   37,   -1,   82
  260,20220107,   44,   37,   33,   86
  260,20220108,   43,   29,  147,   93
  260,20220109,   35,   46,   25,   84
  260,20220110,   22,   17,    0,   94
  260,20220111,   30,   23,    6,   88
  260,20220112,   18,   40,    2,   97
  260,20220113,   30,   43,    0,   99
  260,20220114,   15,   46,    0,   97
  260,20220115,   31,   23,   -1,   98
  260,20220116,   34,   53,   -1,   91
  260,20220117,   29,   64,    0,   87
  260,20220118,   15,   34,    0,   98
  260,20220119,   29,   36,    8,   92
  260,20220120,   35,   35,   18,   80
  260,20220121,   26,   41,   -1,   88
  260,20220122,   23,   64,   -1,   88
  260,20220123,   15,   61,   -1,   90
  260,20220124,   17,   45,    0,   77
  260,20220125,   14,   30,    0,   81
  260,20220126,   35,   42,    0,   83
  260,20220127,   50,   70,   35,   84
  260,20220128,   37,   66,    0,   80
  260,20220129,   58,   91,    5,   83
  260,20220130,   36,   60,   -1,   69
  260,20220131,   71,   57,  102,   80
  260,20220201,   52,   74,   35,   83
  260,20220202,   37,   87,    5,   83
  260,20220203,   46,   76,    7,   90
  260,20220204,   56,   67,   61,   82
  260,20220205,   58,   64,   96,   79
  260,20220206,   70,   74,  249,   84
  260,20220207,   49,   63,    6,   73
  260,20220208,   54,  100,    1,   80
  260,20220209,   47,   89,    8,   91
  260,20220210,   30,   68,   17,   81
  260,20220211,   36,   38,   17,   75
  260,20220212,   40,   26,    0,   72
  260,20220213,   58,   61,    0,   68
  260,20220214,   63,   90,   19,   75
  260,20220215,   53,   75,   68,   85
  260,20220216,   79,  111,  103,   89
  260,20220217,   73,   90,    4,   66
  260,20220218,   87,   84,   27,   75
  260,20220219,   71,   61,   84,   70
  260,20220220,   80,   82,  342,   88
  260,20220221,   75,   65,   95,   74
  260,20220222,   47,   71,   43,   85
  260,20220223,   47,   80,    0,   71
  260,20220224,   57,   62,   27,   74
  260,20220225,   40,   47,   18,   80
  260,20220226,   23,   22,    0,   86
  260,20220227,   48,   42,    0,   67
  260,20220228,   38,   45,    0,   63
  260,20220301,   21,   52,    3,   70
  260,20220302,   29,   56,    0,   65
  260,20220303,   36,   50,    0,   56
  260,20220304,   32,   42,    0,   62
  260,20220305,   27,   26,    0,   72
  260,20220306,   41,   24,    0,   70
  260,20220307,   33,   23,    0,   71
  260,20220308,   50,   49,    0,   51
  260,20220309,   33,   61,    0,   53
  260,20220310,   38,   85,    0,   51
  260,20220311,   62,  101,    0,   45
  260,20220312,   44,  112,   -1,   61
  260,20220313,   43,  121,   -1,   58
  260,20220314,   32,   90,   -1,   80
  260,20220315,   20,   74,    0,   82
  260,20220316,   48,   91,   -1,   74
  260,20220317,   34,   76,    4,   74
  260,20220318,   27,   78,    0,   72
  260,20220319,   55,   88,    0,   56
  260,20220320,   43,   45,   -1,   70
  260,20220321,   20,   77,    0,   69
  260,20220322,   19,  103,    0,   69
  260,20220323,   18,   98,    0,   62
  260,20220324,   17,   94,    0,   67
  260,20220325,   26,   86,    0,   68
  260,20220326,   30,  104,    0,   70
  260,20220327,   30,  103,    0,   67
  260,20220328,   23,   83,    0,   82
  260,20220329,   30,   82,    0,   80
  260,20220330,   31,   60,    7,   74
  260,20220331,   42,   19,  128,   92
  260,20220401,   60,   21,   49,   76
  260,20220402,   35,   24,   -1,   63
  260,20220403,   27,   30,   -1,   77
  260,20220404,   63,   71,  207,   89
  260,20220405,   42,  100,   32,   89
  260,20220406,   69,   97,   34,   84
  260,20220407,   80,   80,  192,   79
  260,20220408,   35,   63,    4,   73
  260,20220409,   41,   58,   54,   73
  260,20220410,   22,   62,   -1,   68
  260,20220411,   38,   91,    0,   61
  260,20220412,   34,  138,    0,   61
  260,20220413,   22,  131,    1,   81
  260,20220414,   23,  121,    0,   77
  260,20220415,   29,   98,    0,   79
  260,20220416,   38,  105,    0,   62
  260,20220417,   34,  108,    0,   51
  260,20220418,   23,  120,    0,   54
  260,20220419,   32,  123,    0,   59
  260,20220420,   42,  122,    0,   56
  260,20220421,   43,  126,    0,   58
  260,20220422,   55,  131,    0,   63
  260,20220423,   62,  136,    0,   60
  260,20220424,   49,  120,    0,   61
  260,20220425,   31,   86,   38,   82
  260,20220426,   39,   92,   -1,   69
  260,20220427,   20,   75,    0,   74
  260,20220428,   32,   88,    0,   71
  260,20220429,   40,   88,    0,   72
  260,20220430,   20,   79,    0,   78
  260,20220501,   16,   91,    0,   69
  260,20220502,   24,  108,    0,   63
  260,20220503,   25,   97,    0,   78
  260,20220504,   16,  103,    0,   70
  260,20220505,   17,  121,    0,   77
  260,20220506,   16,  137,    0,   79
  260,20220507,   30,  147,    0,   75
  260,20220508,   35,  119,    0,   65
  260,20220509,   15,  143,    0,   64
  260,20220510,   38,  171,   -1,   63
  260,20220511,   50,  164,   20,   61
  260,20220512,   36,  142,    0,   63
  260,20220513,   44,  145,    0,   64
  260,20220514,   22,  156,    0,   66
  260,20220515,   32,  183,    0,   53
  260,20220516,   35,  178,   11,   70
  260,20220517,   23,  185,   -1,   73
  260,20220518,   22,  192,    0,   75
  260,20220519,   22,  169,  226,   87
  260,20220520,   28,  133,  190,   87
  260,20220521,   30,  140,    0,   76
  260,20220522,   22,  156,    0,   67
  260,20220523,   25,  158,  200,   83
  260,20220524,   40,  133,   14,   78
  260,20220525,   48,  137,    3,   78
  260,20220526,   52,  161,    3,   73
  260,20220527,   42,  138,    3,   67
  260,20220528,   35,  119,    2,   70
  260,20220529,   28,  104,    5,   79
  260,20220530,   14,  104,    0,   75
  260,20220531,   20,  119,   36,   78
  260,20220601,   34,  126,   10,   75
  260,20220602,   21,  137,    0,   68
  260,20220603,   41,  173,    0,   59
  260,20220604,   48,  168,    0,   68
  260,20220605,   32,  164,  259,   85
  260,20220606,   45,  139,  114,   88
  260,20220607,   32,  155,   -1,   76
  260,20220608,   31,  156,   96,   87
  260,20220609,   32,  164,   11,   68
  260,20220610,   34,  177,   -1,   75
  260,20220611,   33,  179,    0,   61
  260,20220612,   28,  160,    0,   69
  260,20220613,   28,  144,   -1,   68
  260,20220614,   19,  152,    0,   65
  260,20220615,   27,  178,    0,   61
  260,20220616,   18,  178,    0,   62
  260,20220617,   30,  221,    0,   58
  260,20220618,   35,  212,    0,   65
  260,20220619,   37,  148,   18,   73
  260,20220620,   28,  150,    0,   69
  260,20220621,   17,  157,    0,   68
  260,20220622,   28,  186,    0,   63
  260,20220623,   29,  228,   -1,   65
  260,20220624,   21,  190,  201,   87
  260,20220625,   23,  184,   52,   82
  260,20220626,   25,  175,   -1,   78
  260,20220627,   16,  162,   63,   84
  260,20220628,   24,  176,    0,   67
  260,20220629,   25,  206,    0,   65
  260,20220630,   29,  178,   95,   79
  260,20220701,   39,  162,    0,   73
  260,20220702,   28,  181,   -1,   64
  260,20220703,   25,  167,    6,   76
  260,20220704,   24,  165,    0,   72
  260,20220705,   25,  157,    0,   68
  260,20220706,   27,  168,   -1,   68
  260,20220707,   41,  164,    6,   74
  260,20220708,   23,  179,    0,   72
  260,20220709,   32,  171,    0,   73
  260,20220710,   28,  173,    0,   72
  260,20220711,   20,  181,    0,   79
  260,20220712,   19,  208,    5,   69
  260,20220713,   31,  215,    0,   67
  260,20220714,   24,  172,    0,   67
  260,20220715,   24,  170,    0,   62
  260,20220716,   31,  172,    0,   64
  260,20220717,   11,  178,    0,   65
  260,20220718,   15,  223,    0,   58
  260,20220719,   26,  269,    0,   49
  260,20220720,   32,  237,    3,   61
  260,20220721,   28,  177,   80,   88
  260,20220722,   18,  175,   -1,   69
  260,20220723,   13,  183,    0,   70
  260,20220724,   29,  228,    0,   63
  260,20220725,   39,  210,   -1,   69
  260,20220726,   29,  171,   39,   73
  260,20220727,   27,  158,    0,   66
  260,20220728,   35,  172,    0,   58
  260,20220729,   26,  189,    0,   65
  260,20220730,   20,  192,   -1,   68
  260,20220731,   31,  191,   19,   88
  260,20220801,   22,  181,   19,   75
  260,20220802,   34,  210,    0,   66
  260,20220803,   30,  230,    0,   70
  260,20220804,   24,  214,    0,   71
  260,20220805,   30,  174,    0,   67
  260,20220806,   19,  157,    0,   68
  260,20220807,   18,  166,    0,   68
  260,20220808,   21,  173,    0,   73
  260,20220809,   34,  194,    0,   67
  260,20220810,   30,  223,    0,   57
  260,20220811,   29,  240,    0,   50
  260,20220812,   23,  238,    0,   52
  260,20220813,   21,  224,    0,   55
  260,20220814,   21,  240,    0,   58
  260,20220815,   19,  224,   -1,   70
  260,20220816,   20,  211,    0,   77
  260,20220817,   23,  194,  428,   90
  260,20220818,   15,  199,   -1,   83
  260,20220819,   18,  193,   -1,   86
  260,20220820,   20,  188,   -1,   71
  260,20220821,   20,  177,    0,   79
  260,20220822,   15,  199,    0,   70
  260,20220823,   16,  217,    0,   73
  260,20220824,   18,  231,    0,   74
  260,20220825,   26,  242,    0,   64
  260,20220826,   30,  192,   -1,   76
  260,20220827,   25,  168,    0,   74
  260,20220828,   28,  156,    0,   71
  260,20220829,   20,  169,    0,   74
  260,20220830,   38,  185,    0,   65
  260,20220831,   45,  184,    0,   57
  260,20220901,   37,  187,    0,   53
  260,20220902,   34,  197,    0,   47
  260,20220903,   25,  195,    0,   56
  260,20220904,   18,  189,    0,   74
  260,20220905,   23,  211,    2,   65
  260,20220906,   27,  209,  100,   74
  260,20220907,   24,  187,   59,   80
  260,20220908,   30,  174,  134,   81
  260,20220909,   35,  158,   16,   88
  260,20220910,   25,  169,   42,   85
  260,20220911,    8,  157,    0,   85
  260,20220912,   20,  174,   -1,   80
  260,20220913,   18,  181,   -1,   79
  260,20220914,   12,  155,   -1,   80
  260,20220915,   25,  149,   26,   74
  260,20220916,   25,  125,   79,   80
  260,20220917,   32,  124,   53,   77
  260,20220918,   23,  111,  147,   88
  260,20220919,   25,  125,   18,   80
  260,20220920,   18,  122,    0,   82
  260,20220921,    8,  103,    0,   80
  260,20220922,   17,  109,    0,   78
  260,20220923,   22,  134,    8,   81
  260,20220924,   21,  127,   74,   91
  260,20220925,   19,  113,   -1,   81
  260,20220926,   38,  115,  174,   88
  260,20220927,   23,   91,   92,   91
  260,20220928,   17,   95,   -1,   85
  260,20220929,    9,   79,    0,   86
  260,20220930,   35,  113,   56,   76
  260,20221001,   46,  142,  124,   82
  260,20221002,   24,  132,   11,   82
  260,20221003,   13,  111,    0,   86
  260,20221004,   31,  143,    0,   79
  260,20221005,   52,  157,   17,   76
  260,20221006,   35,  123,    0,   72
  260,20221007,   38,  134,   -1,   75
  260,20221008,   28,  113,    2,   80
  260,20221009,   25,   97,    0,   78
  260,20221010,   23,   96,    4,   87
  260,20221011,   10,   84,    0,   83
  260,20221012,   18,   89,   -1,   84
  260,20221013,   23,  120,    1,   89
  260,20221014,   21,  126,   28,   95
  260,20221015,   32,  136,   32,   87
  260,20221016,   35,  145,   15,   81
  260,20221017,   26,  155,   81,   93
  260,20221018,   13,  112,    0,   86
  260,20221019,   35,   88,    0,   83
  260,20221020,   35,  122,   33,   91
  260,20221021,   27,  149,   24,   89
  260,20221022,   30,  137,    0,   87
  260,20221023,   35,  151,    4,   85
  260,20221024,   53,  152,    4,   79
  260,20221025,   35,  137,    0,   85
  260,20221026,   32,  150,    3,   82
  260,20221027,   30,  157,   -1,   84
  260,20221028,   29,  160,    0,   84
  260,20221029,   22,  158,    0,   86
  260,20221030,   18,  144,    0,   87
  260,20221031,   25,  128,    1,   89
  260,20221101,   65,  147,   25,   70
  260,20221102,   54,  123,   17,   72
  260,20221103,   45,  126,   70,   80
  260,20221104,   20,   89,   23,   89
  260,20221105,   38,   90,   -1,   83
  260,20221106,   57,  104,   72,   84
  260,20221107,   52,  130,    3,   83
  260,20221108,   49,  131,    0,   77
  260,20221109,   53,  123,    6,   80
  260,20221110,   43,  115,   -1,   84
  260,20221111,   33,   91,    0,   89
  260,20221112,   16,   75,    0,   88
  260,20221113,   16,   69,    0,   84
  260,20221114,   29,   55,    0,   87
  260,20221115,   41,  107,   85,   87
  260,20221116,   43,  106,   59,   85
  260,20221117,   60,  101,  186,   86
  260,20221118,   31,   76,   18,   92
  260,20221119,   37,    4,   -1,   77
  260,20221120,   19,   -9,   93,   93
  260,20221121,   32,   51,   69,   92
  260,20221122,   43,   66,   -1,   88
  260,20221123,   43,   83,   33,   86
  260,20221124,   42,   89,   26,   83
  260,20221125,   30,   84,   62,   89
  260,20221126,   29,   66,    0,   90
  260,20221127,   38,   65,  106,   88
  260,20221128,   22,   86,   18,   96
  260,20221129,   10,   73,    5,   97
  260,20221130,   15,   56,    5,   94
  260,20221201,   19,   35,    0,   93
  260,20221202,   38,   26,    0,   82
  260,20221203,   40,   12,   -1,   79
  260,20221204,   39,   11,    0,   83
  260,20221205,   28,   49,   -1,   92
  260,20221206,   19,   50,   12,   91
  260,20221207,   21,   39,    1,   87
  260,20221208,   23,   24,   72,   92
  260,20221209,   17,    3,   -1,   91
  260,20221210,   28,   -5,    0,   98
  260,20221211,   23,   13,    0,   86
  260,20221212,   17,  -23,    0,   89
  260,20221213,   19,  -42,    0,   87
  260,20221214,   15,  -44,    0,   81
  260,20221215,   15,  -27,    3,   89
  260,20221216,   16,   -9,    0,   92
  260,20221217,   34,  -18,    0,   92
  260,20221218,   37,  -24,   22,   83
  260,20221219,   55,   77,   55,   87
  260,20221220,   46,  100,   75,   91
  260,20221221,   33,   79,    7,   93
  260,20221222,   29,   87,   55,   95
  260,20221223,   31,   95,  118,   94
  260,20221224,   39,   91,    2,   89
  260,20221225,   21,   86,   88,   96
  260,20221226,   46,   70,    7,   81
  260,20221227,   47,   57,   10,   85
  260,20221228,   71,   92,   43,   88
  260,20221229,   69,   92,   35,   81
  260,20221230,   62,   85,   52,   87
  260,20221231,   66,  140,  212,   80
  260,20230101,   54,  124,   61,   76
  260,20230102,   36,   88,   38,   89
  260,20230103,   42,   63,   13,   89
  260,20230104,   76,  116,  125,   86
  260,20230105,   45,  108,    8,   84
  260,20230106,   48,  106,   17,   83
  260,20230107,   57,  104,   40,   79
  260,20230108,   43,   84,    4,   80
  260,20230109,   40,   70,   36,   84
  260,20230110,   54,   70,   65,   87
  260,20230111,   62,  100,   61,   82
  260,20230112,   75,  103,  400,   90
  260,20230113,   68,   87,   39,   74
  260,20230114,   59,   84,  155,   86
  260,20230115,   63,   62,   20,   76
  260,20230116,   40,   41,  110,   89
  260,20230117,   24,   14,   11,   80
  260,20230118,   42,   17,   49,   83
  260,20230119,   32,   30,   64,   80
  260,20230120,   31,    4,   80,   93
  260,20230121,   20,  -14,    0,   95
  260,20230122,   26,    4,    0,   88
  260,20230123,   24,   26,   -1,   86
  260,20230124,   27,   17,    0,   82
  260,20230125,   21,   -7,   -1,   90
  260,20230126,   33,   41,    5,   86
  260,20230127,   39,   40,    0,   76
  260,20230128,   16,   32,    0,   73
  260,20230129,   45,   43,   -1,   80
  260,20230130,   49,   67,   23,   77
  260,20230131,   46,   64,   -1,   80
  260,20230201,   65,   78,   10,   73
  260,20230202,   45,   83,   28,   86
  260,20230203,   49,   92,    1,   79
  260,20230204,   12,   73,    1,   89
  260,20230205,   45,   65,   11,   81
  260,20230206,   15,   31,    0,   88
  260,20230207,   15,   -3,    0,   85
  260,20230208,   21,    1,    0,   69
  260,20230209,   26,   18,    0,   76
  260,20230210,   34,   36,   -1,   84
  260,20230211,   28,   77,    0,   85
  260,20230212,   13,   71,    0,   82
  260,20230213,   20,   67,    0,   83
  260,20230214,   17,   40,    0,   88
  260,20230215,   23,   53,    0,   81
  260,20230216,   40,   83,   24,   86
  260,20230217,   61,  104,    1,   88
  260,20230218,   53,  103,   49,   89
  260,20230219,   34,   78,   15,   89
  260,20230220,   56,   81,    0,   88
  260,20230221,   28,   79,   -1,   93
  260,20230222,   26,   70,    8,   90
  260,20230223,   21,   64,   11,   90
  260,20230224,   34,   44,   28,   82
  260,20230225,   36,   35,   24,   72
  260,20230226,   38,   25,   -1,   61
  260,20230227,   32,   17,    0,   73
  260,20230228,   24,   23,    1,   70
  260,20230301,   28,   16,    0,   68
  260,20230302,   37,   35,    0,   80
  260,20230303,   29,   43,    0,   78
  260,20230304,   28,   58,    3,   78
  260,20230305,   18,   40,    3,   80
  260,20230306,   35,   40,   31,   81
  260,20230307,   26,   21,   59,   89
  260,20230308,   30,    4,   22,   92
  260,20230309,   32,   16,  114,   92
  260,20230310,   40,   17,  144,   91
  260,20230311,   18,   17,    0,   70
  260,20230312,   44,   70,   15,   82
  260,20230313,   71,  127,   51,   75
  260,20230314,   49,   66,   86,   72
  260,20230315,   23,   49,   -1,   68
  260,20230316,   47,   86,    2,   65
  260,20230317,   28,  116,    0,   66
  260,20230318,   32,  122,    6,   79
  260,20230319,   28,   94,    0,   88
  260,20230320,   42,   83,   31,   89
  260,20230321,   44,  106,   20,   84
  260,20230322,   57,  108,   19,   84
  260,20230323,   58,  127,  119,   77
  260,20230324,   62,  113,   17,   75
  260,20230325,   63,   94,   67,   79
  260,20230326,   35,   72,   59,   80
  260,20230327,   35,   44,   14,   72
  260,20230328,   33,   45,    4,   75
  260,20230329,   35,  106,   -1,   79
  260,20230330,   64,  129,    1,   73
  260,20230331,   49,  107,  119,   90
  260,20230401,   43,   93,  132,   94
  260,20230402,   46,   58,    0,   70
  260,20230403,   39,   46,    0,   61
  260,20230404,   21,   47,    0,   65
  260,20230405,   15,   48,    0,   68
  260,20230406,   35,   67,   62,   82
  260,20230407,   21,   86,    1,   88
  260,20230408,   22,   91,    0,   79
  260,20230409,   28,  109,    0,   69
  260,20230410,   48,  105,   62,   75
  260,20230411,   53,  104,    3,   63
  260,20230412,   50,   90,   82,   76
  260,20230413,   46,   84,   49,   72
  260,20230414,   31,   91,   -1,   66
  260,20230415,   49,   89,    1,   73
  260,20230416,   35,   89,    0,   89
  260,20230417,   35,  102,    0,   79
  260,20230418,   50,   96,    0,   66
  260,20230419,   60,  109,    0,   50
  260,20230420,   49,   89,    6,   62
  260,20230421,   34,  107,   58,   83
  260,20230422,   15,   89,   30,   92
  260,20230423,   38,  115,   52,   84
  260,20230424,   43,   86,  113,   80
  260,20230425,   31,   64,    3,   71
  260,20230426,   17,   52,   -1,   74
  260,20230427,   29,   79,    0,   61
  260,20230428,   34,  106,   17,   84
  260,20230429,   30,  111,   -1,   69
  260,20230430,   19,  110,    0,   73
  260,20230501,   20,  118,    1,   74
  260,20230502,   33,   92,   -1,   65
  260,20230503,   31,   93,    0,   64
  260,20230504,   39,  149,    0,   56
  260,20230505,   20,  138,  106,   85
  260,20230506,   19,  148,    4,   83
  260,20230507,   18,  152,  166,   89
  260,20230508,   16,  148,    0,   87
  260,20230509,   25,  137,  136,   94
  260,20230510,   18,  130,   95,   91
  260,20230511,   16,  132,   15,   88
  260,20230512,   37,  155,   34,   79
  260,20230513,   36,  164,    0,   67
  260,20230514,   29,  146,    0,   78
  260,20230515,   33,  113,   -1,   84
  260,20230516,   32,  107,   -1,   70
  260,20230517,   30,  105,    0,   65
  260,20230518,   31,  102,    0,   64
  260,20230519,   34,  138,    0,   62
  260,20230520,   46,  159,    0,   58
  260,20230521,   38,  169,    0,   73
  260,20230522,   31,  180,   -1,   78
  260,20230523,   44,  124,    0,   70
  260,20230524,   27,  116,    0,   72
  260,20230525,   33,  120,    0,   73
  260,20230526,   43,  124,    0,   65
  260,20230527,   30,  147,    0,   67
  260,20230528,   41,  157,    0,   70
  260,20230529,   47,  128,    0,   64
  260,20230530,   37,  127,    0,   72
  260,20230531,   42,  154,    0,   73
  260,20230601,   44,  125,    0,   73
  260,20230602,   34,  139,    0,   67
  260,20230603,   39,  166,    0,   49
  260,20230604,   39,  159,    0,   60
  260,20230605,   39,  145,    0,   72
  260,20230606,   40,  157,    0,   71
  260,20230607,   34,  159,    0,   71
  260,20230608,   41,  178,    0,   66
  260,20230609,   38,  218,    0,   54
  260,20230610,   35,  236,    0,   44
  260,20230611,   35,  245,    0,   48
  260,20230612,   36,  243,    0,   37
  260,20230613,   43,  224,    0,   39
  260,20230614,   40,  203,    0,   46
  260,20230615,   24,  200,    0,   56
  260,20230616,   22,  191,    0,   56
  260,20230617,   16,  205,    0,   52
  260,20230618,   26,  219,   -1,   55
  260,20230619,   40,  213,    0,   64
  260,20230620,   31,  221,   70,   71
  260,20230621,   28,  208,    0,   73
  260,20230622,   25,  189,   37,   82
  260,20230623,   23,  202,    0,   70
  260,20230624,   19,  213,    0,   68
  260,20230625,   25,  245,    0,   59
  260,20230626,   36,  192,    0,   67
  260,20230627,   26,  177,    9,   68
  260,20230628,   24,  184,   20,   82
  260,20230629,   30,  186,    7,   80
  260,20230630,   32,  176,    0,   63
  260,20230701,   44,  176,   40,   82
  260,20230702,   45,  173,    0,   59
  260,20230703,   49,  166,   78,   65
  260,20230704,   35,  168,   33,   69
  260,20230705,   52,  143,  254,   83
  260,20230706,   29,  169,    2,   72
  260,20230707,   30,  210,    0,   54
  260,20230708,   24,  247,    0,   56
  260,20230709,   22,  220,   24,   80
  260,20230710,   25,  205,    0,   67
  260,20230711,   33,  215,   36,   70
  260,20230712,   45,  188,   24,   71
  260,20230713,   34,  178,   23,   75
  260,20230714,   30,  193,   -1,   68
  260,20230715,   41,  210,   13,   66
  260,20230716,   57,  191,   -1,   62
  260,20230717,   40,  173,   62,   73
  260,20230718,   22,  180,   -1,   72
  260,20230719,   21,  177,   11,   78
  260,20230720,   18,  171,    0,   69
  260,20230721,   22,  156,    9,   76
  260,20230722,   29,  154,   62,   86
  260,20230723,   45,  180,    8,   84
  260,20230724,   36,  169,   43,   82
  260,20230725,   28,  150,   -1,   72
  260,20230726,   25,  154,   52,   75
  260,20230727,   40,  170,  141,   95
  260,20230728,   33,  198,   10,   84
